Design tryp_calc_EC50 chymo_calc_EC50 tryp_low_EC50 chymo_low_EC50 tryp_high_EC50 chymo_high_EC50 tryp_width_EC50 chymo_width_EC50 tryp_unfolded_EC50 chymo_unfolded_EC50
BBM1nHd0421 3.59403522968 2.35002600193 3.4 2.2 3.9 2.6 0.5 0.4 0.48 0.14
BBM1nHd0422 3.80977986259 2.98224118523 3.6 2.8 4.0 3.2 0.4 0.4 0.79 0.10
BBM1nHd0423 2.39352376304 0.960085914567 1.9 0.3 3.1 2.5 1.2 2.2 0.68 1.15
BBM1nHd0424 3.52323553202 3.46010592928 -0.3 -0.3 7.3 7.3 7.6 7.6 0.17 -0.33
BBM1nHd0425 1.24022125729 0.471459243533 1.1 0.4 1.4 0.6 0.3 0.2 -0.20 -0.16
BBM1nHd0426 0.402704204702 -0.123865366124 0.1 -0.5 0.8 0.4 0.7 0.9 0.59 0.48
BBM1nHd0427 3.80198349159 3.09737604222 3.4 2.5 4.1 3.5 0.7 1.0 1.13 0.85
BBM1nHd0428 3.52323553202 3.46010592928 -0.3 -0.3 7.3 7.3 7.6 7.6 -0.07 -0.21
BBM1nHd0429 4.06411099241 3.33878649139 3.8 2.9 4.4 7.3 0.6 4.4 0.43 0.19
BBM1nHd0430 3.17048127703 2.34923580193 3.0 2.2 3.4 2.5 0.4 0.3 0.98 0.84
BBM1nHd0431 3.50063473582 3.46010592928 -0.4 -0.3 5.7 7.3 6.1 7.6 0.62 0.00
BBM1nHd0432 3.86702031848 0.495689694824 3.4 0.1 5.0 1.1 1.6 1.0 0.61 -0.06
BBM1nHd0433 3.36444458457 2.46150323443 3.2 2.3 3.5 2.6 0.3 0.3 0.71 0.27
BBM1nHd0434 -0.0322431038336 -0.0524425440106 -0.5 -0.5 0.5 0.6 1.0 1.1 0.34 0.18
BBM1nHd0435 3.52323553202 3.46010592928 -0.3 -0.3 7.3 7.3 7.6 7.6 0.99 1.03
BBM1nHd0436 3.09813483072 2.29545706783 2.9 2.1 3.3 2.6 0.4 0.5 0.15 0.49
BBM1nHd0437 1.29854944013 1.05466257211 -0.4 -0.4 7.3 7.3 7.7 7.7 0.00 -0.52
BBM1nHd0438 0.00541894500928 -0.0165949884843 -0.5 -0.5 0.8 0.8 1.3 1.3 0.52 1.15
BBM1nHd0439 2.1808207358 2.14486380911 1.4 1.7 3.0 2.7 1.6 1.0 1.08 0.24
BBM1nHd0440 3.22100145476 -0.0580290624487 3.0 -0.5 3.4 0.5 0.4 1.0 0.54 -0.11
BBM1nHd0441 3.52323553202 3.46010592928 -0.3 -0.3 7.3 7.3 7.6 7.6 0.46 0.52
BBM1nHd0442 3.61229075167 2.53138538728 3.4 2.4 4.1 2.9 0.7 0.5 0.18 -0.24
BBM1nHd0443 2.91276742666 3.46010592928 2.3 -0.3 3.9 7.3 1.6 7.6 -0.20 -0.01
BBM1nHd0444 -0.0322431038336 -0.0524425440106 -0.5 -0.5 0.5 0.6 1.0 1.1 -0.05 -0.13
BBM1nHd0445 4.12081126531 -0.095099641167 0.7 -0.5 5.0 0.4 4.3 0.9 0.35 0.15
BBM1nHd0446 0.0270178722265 1.33707906732 -0.5 0.9 1.0 6.9 1.5 6.0 0.46 0.26
BBM1nHd0447 3.52323553202 1.94559237345 -0.3 -0.5 7.3 2.8 7.6 3.3 0.66 0.81
BBM1nHd0448 1.41054390738 0.424811574999 1.3 0.3 1.5 0.5 0.2 0.2 0.56 -0.05
BBM1nHd0449 3.44459855012 0.42290112262 3.2 0.1 3.8 1.0 0.6 0.9 -0.06 0.32
BBM1nHd0450 -0.0970876916613 0.803939579895 -0.5 0.5 0.3 1.2 0.8 0.7 0.65 -0.04
BBM1nHd0451 3.19589959779 1.3457452503 3.0 0.9 3.4 7.2 0.4 6.3 0.75 0.89
BBM1nHd0452 -0.0995776835417 -0.117129106621 -0.5 -0.5 0.3 0.3 0.8 0.8 0.70 1.00
BBM1nHd0453 2.69227280804 1.18939958904 2.5 1.0 3.0 1.4 0.5 0.4 0.27 0.43
BBM1nHd0454 4.29223826291 2.75241722551 4.1 2.4 4.5 4.3 0.4 1.9 -0.14 0.37
BBM1nHd0455 2.5883560384 1.25442393596 2.3 0.8 3.0 6.3 0.7 5.5 0.68 0.30
BBM1nHd0456 1.2633007687 2.66260265595 0.8 2.5 6.4 3.1 5.6 0.6 -0.05 -0.29
BBM1nHd0457 3.65167170311 0.939638206185 3.4 0.6 4.0 1.3 0.6 0.7 -0.12 0.34
BBM1nHd0458 4.2184781876 3.26821897287 3.9 3.0 4.7 3.8 0.8 0.8 0.26 0.23
BBM1nHd0459 0.877579094195 1.60327923106 0.4 1.3 1.4 2.3 1.0 1.0 0.49 0.57
BBM1nHd0460 1.45613548246 2.11363609717 1.3 1.5 2.5 2.4 1.2 0.9 0.80 0.10
BBM1nHd0461 3.52323553202 3.46010592928 -0.3 -0.3 7.3 7.3 7.6 7.6 0.31 0.36
BBM1nHd0462 3.52323553202 2.229421323 -0.3 -0.4 7.3 2.6 7.6 3.0 0.41 0.14
BBM1nHd0463 3.55444226878 3.17230359661 3.5 3.1 3.9 3.3 0.4 0.2 0.48 -0.08
BBM1nHd0464 0.544567177486 -0.248338315144 0.4 -0.5 0.9 0.0 0.5 0.5 0.05 -0.33
BBM1nHd0465 1.51445397289 1.24569477849 1.4 1.1 1.7 1.4 0.3 0.3 0.01 -0.27
BBM1nHd0466 3.52323553202 3.46010592928 -0.3 -0.3 7.3 7.3 7.6 7.6 0.32 0.30
BBM1nHd0467 3.52323553202 3.46010592928 -0.3 -0.3 7.3 7.3 7.6 7.6 -0.15 -0.09
BBM1nHd0468 0.151479679355 1.1058773407 -0.5 0.2 0.4 1.3 0.9 1.1 -0.15 -0.53
BBM1nHd0469 1.87009734095 3.46010592928 -0.5 -0.3 2.5 7.3 3.0 7.6 0.47 0.90
BBM1nHd0470 3.5151092128 0.734587402341 3.4 0.5 3.7 1.0 0.3 0.5 0.78 0.42
BBM1nHd0471 3.52323553202 3.46010592928 -0.3 -0.3 7.3 7.3 7.6 7.6 -0.08 0.08
BBM1nHd0472 4.21222319064 2.28018400542 4.0 2.1 4.5 2.5 0.5 0.4 0.30 -0.06
BBM1nHd0473 3.24728910014 0.072063869635 3.0 -0.5 3.5 1.9 0.5 2.4 -0.12 0.04
BBM1nHd0474 3.48746214877 3.29452114541 3.3 3.1 3.7 3.6 0.4 0.5 0.08 -0.12
BBM1nHd0475 4.04214252696 2.38333755457 4.0 2.3 4.1 2.4 0.1 0.1 0.81 0.11
BBM1nHd0476 3.52323553202 3.46010592928 -0.3 -0.3 7.3 7.3 7.6 7.6 0.31 -0.29
BBM1nHd0477 1.18167214253 0.608206175737 1.0 0.4 1.4 1.0 0.4 0.6 0.49 0.25
BBM1nHd0478 -0.0192132739084 -0.0400246642431 -0.5 -0.5 0.6 0.6 1.1 1.1 -0.24 -0.02
BBM1nHd0479 3.52323553202 3.46010592928 -0.3 -0.3 7.3 7.3 7.6 7.6 0.01 0.15
BBM1nHd0480 3.85110243281 2.35771043255 3.5 2.2 4.1 2.5 0.6 0.3 0.04 0.19
BBM1nHd0481 4.13661469927 3.06988311446 3.5 2.7 4.7 7.0 1.2 4.3 0.09 -0.58
BBM1nHd0482 0.17007478808 2.8726714666 -0.5 2.5 6.7 7.0 7.2 4.5 1.58 0.82
BBM1nHd0483 3.52323553202 3.46010592928 -0.3 -0.3 7.3 7.3 7.6 7.6 0.80 1.24
BBM1nHd0484 4.02641741862 2.76635511615 3.8 2.5 4.3 3.0 0.5 0.5 0.15 0.03
BBM1nHd0485 3.68971483643 2.93675233925 3.1 2.5 6.2 3.3 3.1 0.8 -0.19 -0.34
BBM1nHd0486 2.89357888399 2.53223248994 2.4 2.4 3.0 2.7 0.6 0.3 0.17 0.16
BBM1nHd0487 4.28870806833 2.07385584137 3.4 1.9 5.2 2.3 1.8 0.4 0.46 0.05
BBM1nHd0488 3.52323553202 3.46010592928 -0.3 -0.3 7.3 7.3 7.6 7.6 0.39 0.28
BBM1nHd0489 3.38345638658 2.30084653301 3.2 2.2 4.4 2.4 1.2 0.2 0.05 0.05
BBM1nHd0490 2.4490852163 1.20818544395 2.0 -0.1 3.2 7.3 1.2 7.4 0.43 0.00
BBM1nHd0491 3.52323553202 3.46010592928 -0.3 -0.3 7.3 7.3 7.6 7.6 -0.20 -0.06
BBM1nHd0492 3.52323553202 3.46010592928 -0.3 -0.3 7.3 7.3 7.6 7.6 0.99 0.45
BBM1nHd0493 3.5047717286 2.42277724511 3.3 2.2 3.8 2.8 0.5 0.6 -0.11 0.02
BBM1nHd0494 -0.0117686864299 0.415202104785 -0.5 -0.4 0.7 1.2 1.2 1.6 0.96 0.60
BBM1nHd0495 1.09208681269 3.59738990764 0.4 3.2 1.3 5.1 0.9 1.9 0.23 0.00
BBM1nHd0496 3.54665409371 1.33802165817 3.3 1.2 4.0 1.5 0.7 0.3 -0.21 -0.46
BBM1nHd0497 3.52323553202 3.46010592928 -0.3 -0.3 7.3 7.3 7.6 7.6 0.45 0.46
BBM1nHd0498 0.0270178722265 2.66583824108 -0.5 2.2 1.0 7.2 1.5 5.0 -0.13 -0.13
BBM1nHd0499 1.49772400855 1.40258196967 1.3 1.2 1.8 1.6 0.5 0.4 0.42 0.57
BBM1nHd0500 4.03936572666 3.06854808839 3.9 2.9 4.1 3.2 0.2 0.3 0.45 0.10
BBM1nHd0501 2.05198948011 2.0710806103 1.5 1.5 3.3 2.9 1.8 1.4 1.72 0.85
BBM1nHd0502 0.17007478808 0.156678045629 -0.5 -0.5 6.7 6.4 7.2 6.9 -0.23 0.28
BBM1nHd0503 1.39493974938 0.164176432358 1.2 -0.1 1.6 0.4 0.4 0.5 0.65 0.40
BBM1nHd0504 3.52323553202 3.46010592928 -0.3 -0.3 7.3 7.3 7.6 7.6 0.61 0.59
BBM1nHd0505 3.37061277584 3.92311499523 3.1 3.5 4.0 5.4 0.9 1.9 0.39 0.15
BBM1nHd0506 0.817847817557 2.23760763109 0.3 1.5 1.5 2.8 1.2 1.3 -0.06 -0.18
BBM1nHd0507 3.36140114013 1.37698405034 3.2 1.2 3.6 1.6 0.4 0.4 0.61 0.88
BBM1nHd0508 3.60398125739 2.15582383966 3.3 1.8 4.6 2.6 1.3 0.8 0.05 0.09
BBM1nHd0509 3.97129827171 3.46010592928 3.2 -0.3 5.4 7.3 2.2 7.6 0.00 0.55
BBM1nHd0510 3.52323553202 3.46010592928 -0.3 -0.3 7.3 7.3 7.6 7.6 0.68 1.43
BBM1nHd0511 3.52323553202 3.46010592928 -0.3 -0.3 7.3 7.3 7.6 7.6 -0.01 0.07
BBM1nHd0512 0.994265708911 0.462016322264 0.7 0.2 1.3 0.9 0.6 0.7 0.39 0.00
BBM1nHd0513 -0.0831581032082 -0.101295077922 -0.5 -0.5 0.3 0.3 0.8 0.8 0.22 0.38
BBM1nHd0514 5.29652852994 2.59204613163 3.8 2.3 6.5 3.5 2.7 1.2 0.50 0.51
BBM1nHd0515 3.66891243389 4.12713581598 3.4 3.6 4.1 5.0 0.7 1.4 0.21 0.20
BBM1nHd0516 3.52323553202 3.46010592928 -0.3 -0.3 7.3 7.3 7.6 7.6 0.40 -0.14
BBM1nHd0517 4.54359252646 3.37722122576 4.0 2.9 5.4 7.3 1.4 4.4 0.63 0.22
BBM1nHd0518 3.90856871671 2.88298444283 3.8 2.8 4.0 3.0 0.2 0.2 1.18 0.33
BBM1nHd0519 4.24123242703 2.45547936678 3.4 2.3 4.7 2.7 1.3 0.4 0.17 -0.39
BBM1nHd0520 4.26500339209 2.75389610449 4.1 2.6 4.4 2.9 0.3 0.3 -0.13 0.10
BBM1nHd0521 3.52323553202 3.46010592928 -0.3 -0.3 7.3 7.3 7.6 7.6 0.27 0.77
BBM1nHd0522 0.358205152727 -0.137397465552 0.1 -0.5 0.7 0.2 0.6 0.7 0.70 0.05
BBM1nHd0523 3.81003322719 2.82618638884 3.7 2.7 3.9 2.9 0.2 0.2 0.16 0.31
BBM1nHd0524 1.3872823273 0.0164190653149 1.0 -0.5 7.2 1.0 6.2 1.5 -0.04 0.40
BBM1nHd0525 2.0114269007 3.46010592928 -0.5 -0.3 3.6 7.3 4.1 7.6 0.66 0.22
BBM1nHd0526 4.15632298711 2.72312986954 3.8 2.5 4.7 3.2 0.9 0.7 -0.39 0.03
BBM1nHd0527 0.841988473544 0.909535602081 0.4 0.5 1.3 1.3 0.9 0.8 0.68 0.48
BBM1nHd0528 4.14348518412 2.55218876598 4.1 2.5 4.2 2.7 0.1 0.2 0.69 1.00
BBM1nHd0529 1.6410268249 -0.179054185009 1.4 -0.5 1.9 0.1 0.5 0.6 0.58 0.55
BBM1nHd0530 3.52323553202 3.46010592928 -0.3 -0.3 7.3 7.3 7.6 7.6 0.72 0.67
BBM1nHd0531 1.52115292442 2.43495399618 1.3 2.2 2.3 2.8 1.0 0.6 0.40 0.15
BBM1nHd0532 3.52323553202 3.46010592928 -0.3 -0.3 7.3 7.3 7.6 7.6 0.54 0.25
BBM1nHd0533 1.48328097137 1.54805676955 1.3 1.4 1.7 1.7 0.4 0.3 0.74 0.38
BBM1nHd0534 3.54472023794 3.12335089474 3.3 2.8 4.0 3.7 0.7 0.9 -0.17 -0.34
BBM1nHd0535 4.03523267971 2.56946603757 4.0 2.6 4.0 2.6 0.0 0.0 0.10 -0.35
BBM1nHd0536 1.1742154258 0.104642755452 0.5 -0.5 7.2 4.6 6.7 5.1 0.81 1.07
BBM1nHd0537 5.20879080601 3.08110222991 5.1 2.8 5.3 3.5 0.2 0.7 0.20 -0.20
BBM1nHd0538 3.29017356031 2.24058512431 3.2 2.1 3.4 2.4 0.2 0.3 0.40 0.30
BBM1nHd0539 3.88937751576 3.31289805375 3.7 3.2 4.0 3.4 0.3 0.2 0.32 -0.32
BBM1nHd0540 5.21211324077 3.29630368431 5.0 3.0 5.5 3.7 0.5 0.7 0.22 0.47
BBM1nHd0541 4.13550039628 2.50021346516 3.9 2.4 4.3 2.9 0.4 0.5 0.39 1.31
BBM1nHd0542 4.34075470628 5.30461556354 4.2 5.2 4.4 5.4 0.2 0.2 0.09 -0.39
BBM1nHd0543 4.14828991399 1.98385730075 3.9 1.6 4.4 2.2 0.5 0.6 0.57 0.63
BBM1nHd0544 1.33695869877 1.24030943958 1.1 1.1 1.6 3.0 0.5 1.9 0.23 0.30
BBM1nHd0545 3.52323553202 3.46010592928 -0.3 -0.3 7.3 7.3 7.6 7.6 0.34 0.34
BBM1nHd0546 0.781136536789 3.08528123914 0.4 2.3 1.3 3.5 0.9 1.2 0.45 0.83
BBM1nHd0547 5.12984333208 2.79896919974 4.0 2.4 5.5 6.8 1.5 4.4 0.58 0.59
BBM1nHd0548 3.56934557628 -0.0580290624487 2.0 -0.5 4.9 0.5 2.9 1.0 0.09 0.31
BBM1nHd0549 2.32603964583 2.12200667664 2.0 1.9 3.2 2.4 1.2 0.5 0.02 -0.04
BBM1nHd0550 2.22149858173 0.520106231776 2.1 0.4 2.3 0.6 0.2 0.2 0.95 0.53
BBM1nHd0551 0.0974193566925 1.27623068924 -0.5 0.7 3.0 7.2 3.5 6.5 0.08 -0.45
BBM1nHd0552 3.88743149153 0.968732013478 3.5 0.5 4.8 1.4 1.3 0.9 0.16 0.26
BBM1nHd0553 3.18104252571 2.18932079369 2.5 2.0 3.6 2.4 1.1 0.4 0.05 0.77
BBM1nHd0554 4.32256347935 3.04455387193 4.2 2.9 4.5 3.2 0.3 0.3 0.18 -0.20
BBM1nHd0555 3.52323553202 3.46010592928 -0.3 -0.3 7.3 7.3 7.6 7.6 1.22 1.13
BBM1nHd0556 3.52323553202 3.46010592928 -0.3 -0.3 7.3 7.3 7.6 7.6 0.22 0.29
BBM1nHd0557 4.35316964571 3.51849568591 4.1 3.1 4.8 7.3 0.7 4.2 0.94 0.47
BBM1nHd0558 4.95544311691 3.00042632979 4.9 3.0 5.0 3.0 0.1 0.0 0.43 0.92
BBM1nHd0559 1.90269567952 0.702395518988 1.7 0.5 2.1 0.9 0.4 0.4 -0.13 0.28
BBM1nHd0560 4.36931782534 1.00837880009 4.0 0.6 5.0 1.5 1.0 0.9 0.18 0.62
BBM1nHd0561 2.74966421399 2.25958907251 2.4 2.0 3.1 2.6 0.7 0.6 0.10 0.42
BBM1nHd0562 3.39873214982 3.05385915373 3.3 2.9 3.5 3.3 0.2 0.4 0.69 0.31
BBM1nHd0563 4.33780902283 2.17456082168 4.0 1.7 4.9 3.3 0.9 1.6 -0.02 -0.16
BBM1nHd0564 3.28126628721 2.36321551589 3.2 2.2 3.4 2.6 0.2 0.4 0.93 0.50
BBM1nHd0565 3.95176154478 2.82128645256 3.9 2.8 4.0 2.8 0.1 0.0 0.62 1.54
BBM1nHd0566 0.17007478808 0.156678045629 -0.5 -0.5 6.7 6.4 7.2 6.9 0.66 0.63
BBM1nHd0567 3.52323553202 3.46010592928 -0.3 -0.3 7.3 7.3 7.6 7.6 0.22 -0.14
BBM1nHd0568 5.22600978933 1.3222374978 1.1 1.1 5.8 1.6 4.7 0.5 0.18 -0.18
BBM1nHd0569 3.04385895326 4.09822468142 2.5 3.5 4.5 4.9 2.0 1.4 0.73 0.52
BBM1nHd0570 4.33294589505 2.86822391989 4.1 2.6 4.5 3.2 0.4 0.6 -0.12 0.12
BBM1nHd0571 2.21084775858 2.04781652003 1.7 1.5 3.1 2.8 1.4 1.3 -0.39 -0.64
BBM1nHd0572 3.52323553202 3.46010592928 -0.3 -0.3 7.3 7.3 7.6 7.6 0.48 0.34
BBM1nHd0573 3.04220487103 2.1569639294 2.9 2.0 3.2 2.3 0.3 0.3 -0.11 -0.00
BBM1nHd0574 2.14771982186 2.11227119135 1.7 1.7 3.4 2.5 1.7 0.8 1.07 0.82
BBM1nHd0575 3.52323553202 3.46010592928 -0.3 -0.3 7.3 7.3 7.6 7.6 0.56 -0.39
BBM1nHd0576 -0.120568298681 0.364516050498 -0.5 0.1 0.2 0.7 0.7 0.6 0.53 0.37
BBM1nHd0577 3.52323553202 3.46010592928 -0.3 -0.3 7.3 7.3 7.6 7.6 0.95 0.08
BBM1nHd0578 2.96474133815 3.46010592928 -0.2 -0.3 6.7 7.3 6.9 7.6 0.21 -0.03
BBM1nHd0579 3.52323553202 3.46010592928 -0.3 -0.3 7.3 7.3 7.6 7.6 -0.16 -0.60
BBM1nHd0580 1.03098225633 2.19683285044 0.7 1.9 1.4 2.5 0.7 0.6 0.76 0.35
BBM1nHd0581 3.52323553202 2.48552499785 -0.3 2.3 7.3 2.8 7.6 0.5 0.41 0.42
BBM1nHd0582 1.04454601928 0.00176643421114 1.0 0.0 1.1 0.0 0.1 0.0 0.14 -0.17
BBM1nHd0583 0.0974193566925 1.55545880927 -0.5 1.1 3.0 7.3 3.5 6.2 0.80 0.59
BBM1nHd0584 -0.106548753486 0.81370854442 -0.5 0.5 0.3 1.2 0.8 0.7 0.50 0.50
BBM1nHd0585 3.52323553202 3.46010592928 -0.3 -0.3 7.3 7.3 7.6 7.6 0.07 0.51
BBM1nHd0586 1.92160362952 2.29255045533 1.4 1.7 4.1 3.0 2.7 1.3 0.39 0.41
BBM1nHd0587 4.25121175722 3.16674828087 4.1 3.0 4.8 3.4 0.7 0.4 -0.45 -0.52
BBM1nHd0588 3.52323553202 3.46010592928 -0.3 -0.3 7.3 7.3 7.6 7.6 0.00 -0.11
BBM1nHd0589 3.08154911596 2.45830445099 3.0 2.3 3.2 2.7 0.2 0.4 0.01 0.60
BBM1nHd0590 4.16824166217 3.0519747522 4.1 3.0 4.2 3.1 0.1 0.1 -0.08 -0.04
BBM1nHd0591 3.52323553202 3.46010592928 -0.3 -0.3 7.3 7.3 7.6 7.6 -0.16 0.06
BBM1nHd0592 2.27896799171 2.28269009841 2.3 2.3 2.3 2.3 0.0 0.0 0.50 0.65
BBM1nHd0593 3.52323553202 3.46010592928 -0.3 -0.3 7.3 7.3 7.6 7.6 -0.30 -0.13
BBM1nHd0594 2.96474133815 3.46010592928 -0.2 -0.3 6.7 7.3 6.9 7.6 0.33 0.23
BBM1nHd0595 2.27034217786 -0.104201045608 2.0 -0.5 3.1 0.3 1.1 0.8 0.10 -0.26
BBM1nHd0596 3.52323553202 3.35486477673 -0.3 3.0 7.3 5.4 7.6 2.4 -0.37 -0.45
BBM1nHd0597 1.42652714877 1.31528240805 1.4 1.3 1.5 1.4 0.1 0.1 0.58 0.41
BBM1nHd0598 3.19454256121 1.04788279915 3.0 0.9 3.3 1.2 0.3 0.3 0.55 0.38
BBM1nHd0599 4.08808312323 3.0377462557 3.4 2.6 5.2 3.5 1.8 0.9 1.23 -0.07
scBBM1nHd0119 2.4310599936 0.960085914567 2.2 0.3 2.9 2.5 0.7 2.2 0.05 0.35
scBBM1nHd0444 3.52323553202 3.46010592928 -0.3 -0.3 7.3 7.3 7.6 7.6 -0.12 -0.08
scBBM1nHd0152 3.15235675308 0.698617104636 3.0 0.5 3.3 0.9 0.3 0.4 0.27 -0.67
scBBM1nHd0126 3.52323553202 3.46010592928 -0.3 -0.3 7.3 7.3 7.6 7.6 0.60 0.26
scBBM1nHd0181 1.48668713164 1.59896255627 1.3 1.5 1.7 1.8 0.4 0.3 0.73 0.42
scBBM1nHd0171 0.603934005498 -0.0400246642431 0.2 -0.5 1.3 0.6 1.1 1.1 0.31 -0.13
scBBM1nHd0366 0.879747605344 -0.133797599923 0.6 -0.5 1.2 0.2 0.6 0.7 0.20 -0.75
scBBM1nHd0032 0.245855587972 0.24889111483 -0.5 -0.5 7.1 7.0 7.6 7.5 0.43 0.54
scBBM1nHd0258 3.52323553202 3.46010592928 -0.3 -0.3 7.3 7.3 7.6 7.6 -0.01 -0.12
scBBM1nHd0484 3.35029255006 1.04292866913 3.3 0.9 3.4 1.1 0.1 0.2 0.41 -0.42
scBBM1nHd0415 -0.0259839862332 1.66259095217 -0.5 1.3 0.6 2.3 1.1 1.0 0.31 0.10
scBBM1nHd0037 3.52323553202 3.46010592928 -0.3 -0.3 7.3 7.3 7.6 7.6 0.63 0.62
scBBM1nHd0576 0.66599231424 -0.0631986269848 0.3 -0.5 1.3 0.5 1.0 1.0 -0.48 -0.26
scBBM1nHd0304 1.26330086494 0.391246426534 1.2 0.3 1.3 0.4 0.1 0.1 0.17 0.30
scBBM1nHd0012 -0.080012731629 1.12141299809 -0.5 0.8 0.3 1.5 0.8 0.7 0.47 0.89
scBBM1nHd0183 3.52323553202 3.46010592928 -0.3 -0.3 7.3 7.3 7.6 7.6 -0.49 -0.17
scBBM1nHd0161 1.91264836799 1.19038686066 1.4 0.8 3.0 1.9 1.6 1.1 0.31 -0.05
scBBM1nHd0353 -0.0696995678846 2.13014194138 -0.5 1.8 0.4 2.4 0.9 0.6 0.02 -0.36
scBBM1nHd0205 -0.080012731629 1.77132173712 -0.5 1.5 0.3 2.2 0.8 0.7 0.10 0.03
scBBM1nHd0556 3.52323553202 3.46010592928 -0.3 -0.3 7.3 7.3 7.6 7.6 1.10 0.47
scBBM1nHd0261 4.07722969588 3.19032072055 3.8 2.8 4.4 4.0 0.6 1.2 0.68 0.18
scBBM1nHd0031 3.52323553202 3.46010592928 -0.3 -0.3 7.3 7.3 7.6 7.6 0.84 -0.41
scBBM1nHd0267 3.52323553202 3.46010592928 -0.3 -0.3 7.3 7.3 7.6 7.6 0.01 0.05
scBBM1nHd0146 1.01599937937 1.31962722266 0.8 1.2 1.2 1.5 0.4 0.3 0.40 0.58
scBBM1nHd0523 0.0270178722265 0.0040241663907 -0.5 -0.5 1.0 0.9 1.5 1.4 0.22 -0.19
scBBM1nHd0487 1.00656695221 1.23854164546 0.8 1.1 1.2 1.4 0.4 0.3 -0.22 -0.55
scBBM1nHd0296 3.92741026913 2.1479260704 1.5 1.8 7.4 2.5 5.9 0.7 0.31 0.08
scBBM1nHd0051 0.841988473544 -0.080883706736 0.4 -0.5 1.3 0.4 0.9 0.9 -0.36 -0.28
scBBM1nHd0204 3.52323553202 3.46010592928 -0.3 -0.3 7.3 7.3 7.6 7.6 0.54 0.09
scBBM1nHd0142 3.52323553202 3.46010592928 -0.3 -0.3 7.3 7.3 7.6 7.6 0.19 -0.27
scBBM1nHd0077 1.2123088996 0.262645039949 1.2 0.2 1.3 0.3 0.1 0.1 1.01 -0.24
scBBM1nHd0155 3.96472378985 1.05466257211 1.4 -0.4 7.4 7.3 6.0 7.7 -0.04 -0.40
scBBM1nHd0319 4.0859462649 3.07349969971 4.0 2.9 4.2 3.2 0.2 0.3 0.19 -0.16
scBBM1nHd0097 -0.0434650460564 3.51563808495 -0.5 3.0 0.5 7.4 1.0 4.4 0.82 0.25
scBBM1nHd0166 1.19217645566 1.19472612954 1.1 1.1 1.3 1.3 0.2 0.2 0.44 0.73
scBBM1nHd0513 3.52323553202 3.46010592928 -0.3 -0.3 7.3 7.3 7.6 7.6 0.61 0.25
scBBM1nHd0428 0.127476242675 0.104642755452 -0.5 -0.5 5.6 4.6 6.1 5.1 -0.41 -0.62
scBBM1nHd0249 4.59104608845 1.82051235562 2.2 1.1 7.4 7.4 5.2 6.3 0.72 1.14
scBBM1nHd0379 2.52649256221 1.25270019737 2.4 1.0 2.9 1.6 0.5 0.6 0.19 0.02
scBBM1nHd0141 0.127476242675 0.104642755452 -0.5 -0.5 5.6 4.6 6.1 5.1 -0.20 -0.41
scBBM1nHd0092 0.195164666009 0.993831977209 0.1 0.9 0.3 1.1 0.2 0.2 0.02 0.13
scBBM1nHd0357 3.52323553202 3.46010592928 -0.3 -0.3 7.3 7.3 7.6 7.6 0.08 0.37
scBBM1nHd0128 3.30953886442 1.12226075302 3.1 0.6 3.6 3.0 0.5 2.4 -0.15 -0.44
scBBM1nHd0072 1.51469360247 -0.130016913723 1.3 -0.5 1.9 0.3 0.6 0.8 -0.30 -0.72
scBBM1nHd0427 3.52323553202 3.46010592928 -0.3 -0.3 7.3 7.3 7.6 7.6 0.51 0.34
scBBM1nHd0531 3.21326842694 2.27606738518 3.1 2.2 3.3 2.3 0.2 0.1 0.47 -0.07
scBBM1nHd0013 0.127476242675 0.104642755452 -0.5 -0.5 5.6 4.6 6.1 5.1 0.45 0.23
scBBM1nHd0221 1.06295492462 2.06962019187 0.8 1.9 1.3 2.3 0.5 0.4 0.69 0.55
scBBM1nHd0132 2.40268364037 0.742105694963 2.2 0.5 2.8 1.0 0.6 0.5 0.21 -0.42
scBBM1nHd0175 1.08697434488 -0.0400246642431 0.6 -0.5 1.9 0.6 1.3 1.1 0.38 0.66
scBBM1nHd0441 -0.112924579259 -0.130016913723 -0.5 -0.5 0.2 0.3 0.7 0.8 0.83 0.09
scBBM1nHd0025 0.245855587972 0.24889111483 -0.5 -0.5 7.1 7.0 7.6 7.5 0.15 0.13
scBBM1nHd0558 -0.124095512456 3.33085790877 -0.5 2.9 0.2 4.2 0.7 1.3 0.59 0.10
scBBM1nHd0359 3.52323553202 3.46010592928 -0.3 -0.3 7.3 7.3 7.6 7.6 0.11 0.42
scBBM1nHd0284 1.3799886741 1.1773574246 1.1 0.9 2.8 1.6 1.7 0.7 0.36 0.89
scBBM1nHd0047 3.42550104994 1.27248070797 3.3 1.1 3.5 1.5 0.2 0.4 0.56 -0.04
scBBM1nHd0396 3.52323553202 3.46010592928 -0.3 -0.3 7.3 7.3 7.6 7.6 0.04 -0.24
scBBM1nHd0589 2.34945945568 -0.142467625158 1.4 -0.5 2.8 0.2 1.4 0.7 -0.29 -0.81
scBBM1nHd0125 3.52323553202 3.46010592928 -0.3 -0.3 7.3 7.3 7.6 7.6 0.03 0.02
scBBM1nHd0492 3.52323553202 3.46010592928 -0.3 -0.3 7.3 7.3 7.6 7.6 1.01 0.66
scBBM1nHd0547 0.386508881774 -0.0400246642431 -0.5 -0.5 1.1 0.6 1.6 1.1 0.07 0.17
